changedFrames,fingerprint,iterations,medianUs,mode,p95Us,pair,phase_build,phase_coverage,phase_layout,phase_paint,phase_semanticDiff,phase_semanticEncode,phase_semanticTree,phase_semantics,scenario,surface,variant
160,251641503,160,9982,replace-subtree,10905,0,7134,58,40,157,101,1690,539,2432,board-256-keyed-true,structured,base
160,1359462507,160,121,one-label,182,0,5,12,0,6,4,5,59,82,board-16-keyed-false,structured,candidate
160,1359462507,160,310,all-labels,399,0,16,26,0,7,6,74,67,174,board-16-keyed-false,structured,candidate
160,1359462507,160,292,reverse,389,0,15,24,1,7,5,68,61,161,board-16-keyed-false,structured,candidate
160,1359462507,160,370,replace-subtree,487,0,44,24,1,8,5,104,62,197,board-16-keyed-false,structured,candidate
160,1359462507,160,105,one-label,125,0,19,12,0,6,4,4,30,52,board-16-keyed-true,structured,candidate
160,1359462507,160,263,all-labels,322,0,29,25,0,7,5,58,33,124,board-16-keyed-true,structured,candidate
160,1359462507,160,273,reverse,353,0,23,24,0,7,5,76,31,140,board-16-keyed-true,structured,candidate
160,1359462507,160,312,replace-subtree,403,0,57,23,1,8,4,77,33,139,board-16-keyed-true,structured,candidate
160,251641503,160,381,one-label,495,0,20,16,0,39,17,5,247,288,board-64-keyed-false,structured,candidate
160,251641503,160,910,all-labels,1120,0,57,47,0,40,21,260,247,585,board-64-keyed-false,structured,candidate
160,251641503,160,910,reverse,1094,0,58,47,3,40,21,261,245,582,board-64-keyed-false,structured,candidate
160,251641503,160,1320,replace-subtree,1549,0,256,48,5,44,22,418,257,757,board-64-keyed-false,structured,candidate
160,251641503,160,297,one-label,376,0,75,16,0,36,16,4,117,156,board-64-keyed-true,structured,candidate
160,251641503,160,775,all-labels,962,0,111,46,0,38,19,209,122,400,board-64-keyed-true,structured,candidate
160,251641503,160,810,reverse,976,0,87,47,2,41,23,263,125,462,board-64-keyed-true,structured,candidate
160,251641503,160,1098,replace-subtree,1354,0,309,47,5,43,22,301,132,507,board-64-keyed-true,structured,candidate
160,251641503,160,1298,one-label,1502,0,75,25,0,131,68,6,944,1048,board-256-keyed-false,structured,candidate
160,251641503,160,2824,all-labels,3281,0,232,59,0,136,95,1058,971,2225,board-256-keyed-false,structured,candidate
160,251641503,160,2940,reverse,3310,0,250,60,24,143,97,1076,999,2309,board-256-keyed-false,structured,candidate
160,251641503,160,5757,replace-subtree,6498,0,2255,60,28,155,98,1841,1039,3086,board-256-keyed-false,structured,candidate
160,251641503,160,1075,one-label,1410,0,310,25,0,130,71,6,479,584,board-256-keyed-true,structured,candidate
160,251641503,160,2336,all-labels,2874,0,469,59,0,137,95,822,502,1513,board-256-keyed-true,structured,candidate
160,251641503,160,1851,reverse,2221,0,355,58,10,139,79,453,489,1093,board-256-keyed-true,structured,candidate
160,251641503,160,4949,replace-subtree,5712,0,2504,59,28,154,102,1260,534,1985,board-256-keyed-true,structured,candidate
160,1359462507,160,122,one-label,185,1,5,12,0,6,4,5,60,82,board-16-keyed-false,structured,candidate
160,1359462507,160,304,all-labels,407,1,15,25,0,7,5,70,65,171,board-16-keyed-false,structured,candidate
160,1359462507,160,276,reverse,351,1,14,24,1,7,5,65,60,155,board-16-keyed-false,structured,candidate
160,1359462507,160,384,replace-subtree,482,1,46,25,1,8,5,110,66,210,board-16-keyed-false,structured,candidate
160,1359462507,160,114,one-label,142,1,21,13,0,7,4,5,34,58,board-16-keyed-true,structured,candidate
160,1359462507,160,253,all-labels,308,1,27,24,0,6,5,56,31,119,board-16-keyed-true,structured,candidate
160,1359462507,160,281,reverse,362,1,23,25,0,7,5,79,32,145,board-16-keyed-true,structured,candidate
160,1359462507,160,315,replace-subtree,408,1,57,24,1,8,5,77,33,141,board-16-keyed-true,structured,candidate
160,251641503,160,367,one-label,466,1,18,16,0,37,16,5,238,278,board-64-keyed-false,structured,candidate
160,251641503,160,932,all-labels,1113,1,58,49,0,40,21,265,253,601,board-64-keyed-false,structured,candidate
160,251641503,160,899,reverse,1109,1,57,47,3,40,20,260,245,577,board-64-keyed-false,structured,candidate
160,251641503,160,1295,replace-subtree,1574,1,250,48,5,44,22,421,256,766,board-64-keyed-false,structured,candidate
160,251641503,160,307,one-label,398,1,79,16,0,37,16,4,119,159,board-64-keyed-true,structured,candidate
160,251641503,160,784,all-labels,983,1,117,46,0,39,20,212,125,410,board-64-keyed-true,structured,candidate
160,251641503,160,816,reverse,992,1,87,46,2,40,22,261,125,460,board-64-keyed-true,structured,candidate
160,251641503,160,1069,replace-subtree,1345,1,303,46,5,43,22,301,129,503,board-64-keyed-true,structured,candidate
160,251641503,160,1294,one-label,1477,1,74,25,0,131,68,7,944,1046,board-256-keyed-false,structured,candidate
160,251641503,160,2903,all-labels,3186,1,237,60,0,141,98,1069,1019,2307,board-256-keyed-false,structured,candidate
160,251641503,160,2906,reverse,3355,1,243,59,24,141,98,1066,986,2269,board-256-keyed-false,structured,candidate
160,251641503,160,5759,replace-subtree,6452,1,2248,60,30,157,98,1816,1044,3054,board-256-keyed-false,structured,candidate
160,251641503,160,1096,one-label,1394,1,315,25,0,131,70,6,477,586,board-256-keyed-true,structured,candidate
160,251641503,160,2415,all-labels,2904,1,479,60,0,138,96,841,519,1553,board-256-keyed-true,structured,candidate
160,251641503,160,1838,reverse,2246,1,350,59,9,137,79,453,486,1088,board-256-keyed-true,structured,candidate
160,251641503,160,4928,replace-subtree,5917,1,2482,60,27,153,97,1258,535,1977,board-256-keyed-true,structured,candidate
160,1359462507,160,125,one-label,201,1,5,12,0,7,4,7,60,85,board-16-keyed-false,structured,base
160,1359462507,160,297,all-labels,393,1,14,23,0,7,5,88,60,178,board-16-keyed-false,structured,base
160,1359462507,160,332,reverse,431,1,16,25,1,8,5,95,65,196,board-16-keyed-false,structured,base
160,1359462507,160,395,replace-subtree,510,1,60,23,2,8,5,126,62,217,board-16-keyed-false,structured,base
160,1359462507,160,111,one-label,125,1,20,13,0,6,4,6,32,58,board-16-keyed-true,structured,base
160,1359462507,160,292,all-labels,354,1,29,25,0,7,5,82,33,149,board-16-keyed-true,structured,base
160,1359462507,160,304,reverse,391,1,23,24,0,7,5,104,32,168,board-16-keyed-true,structured,base
160,1359462507,160,363,replace-subtree,471,1,76,24,2,8,5,105,33,169,board-16-keyed-true,structured,base
160,251641503,160,376,one-label,492,1,20,16,0,39,18,7,242,283,board-64-keyed-false,structured,base
160,251641503,160,981,all-labels,1127,1,56,46,0,39,22,338,248,660,board-64-keyed-false,structured,base
160,251641503,160,1015,reverse,1249,1,60,47,4,41,22,342,253,674,board-64-keyed-false,structured,base
160,251641503,160,1665,replace-subtree,1956,1,524,46,7,43,23,500,252,831,board-64-keyed-false,structured,base
160,251641503,160,309,one-label,418,1,78,16,0,37,17,6,120,163,board-64-keyed-true,structured,base
160,251641503,160,867,all-labels,1060,1,114,47,0,39,21,294,126,496,board-64-keyed-true,structured,base
160,251641503,160,958,reverse,1161,1,92,49,2,42,25,360,132,576,board-64-keyed-true,structured,base
160,251641503,160,1513,replace-subtree,1822,1,595,47,7,44,23,395,132,601,board-64-keyed-true,structured,base
